y2 R' U' R U' R2 D' r U2 r' D R2,no,yes
y2 R' U' R U' R2 D' R U2 R' D R2,no,yes
y2 R U2 R' U' R U R' U2 R' F R U R U' R' F',no,yes
R' U2 R' D' R U2 R' D R U' R U' R' U2 R,no,yes
R' U' R U R' F R U R' U' R' F' R2,no,yes
y' R U2 R' U' R U R D R' U2 R D' R2,no,yes
y2 R' U2 R' F' R U R U' R' F U2 R,no,yes
R2 D' R U2 R' D R U R U' R' U2 R,no,yes
y2 F U R U' R' U R U' R2 F' R U2 R U2 R',no,yes
y F U R U' R' U R U' R' U R2 D R' U' R D' R2 F',no,yes
y2 L' U R U' L U R',no,yes
y2 R' U R U R' U' R' D' R U R' D R U R U' R' U2 R,no,yes
y R U R2 F' R U R U R' U' R U' R' F R U' R',no,yes
y' R U2 R' U' R U R D r' U2 r D' R2,no,yes
y' R U R U' R2 D U2 R' U' R U D' R,no,yes
